Fecha,TMAX,TMIN,Prec,Fuente,TipoDato,CalidadDato,Emision
2026-02-12,26.8,16.1,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-13,29.7,13.2,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-14,28.1,15.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-15,26.8,18.8,15.6,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-16,27.6,16.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-17,32.8,16.5,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-18,35.2,20.1,32.5,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-19,26.5,19.9,4.3,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-20,30.2,16.6,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-21,31.6,15.4,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-22,27.6,18.5,0.8,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-23,28.6,19.7,0.2,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-24,31.1,18.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-25,25.3,11.2,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
